"Lower Frequency";"Upper Frequency";"RR Region 1 Allocation and RR footnotes applicable to CEPT";"RR Region 1 frequency range footnotes";"European Common Allocation and ECA footnotes";"ECA frequency range footnotes";"ECC/ERC harmonisation measure";"Applications";"Standard";"Notes"
"76 GHz";"77.5 GHz";"RADIO ASTRONOMY, RADIOLOCATION, Amateur, Amateur-satellite, Space research (space-to-Earth)";"5.149";"RADIO ASTRONOMY, RADIOLOCATION, Amateur, Amateur-satellite, Space research (space-to-Earth)";"5.149";"ECC/DEC/(11)02, ERC/REC 70-03";"LPR";"EN 302 729";""
"76 GHz";"77.5 GHz";"RADIO ASTRONOMY, RADIOLOCATION, Amateur, Amateur-satellite, Space research (space-to-Earth)";"5.149";"RADIO ASTRONOMY, RADIOLOCATION, Amateur, Amateur-satellite, Space research (space-to-Earth)";"5.149";"";"Radio astronomy";"";"Continuum and spectral line observations"
"76 GHz";"77.5 GHz";"RADIO ASTRONOMY, RADIOLOCATION, Amateur, Amateur-satellite, Space research (space-to-Earth)";"5.149";"RADIO ASTRONOMY, RADIOLOCATION, Amateur, Amateur-satellite, Space research (space-to-Earth)";"5.149";"";"Radiolocation (civil)";"";""
"76 GHz";"77.5 GHz";"RADIO ASTRONOMY, RADIOLOCATION, Amateur, Amateur-satellite, Space research (space-to-Earth)";"5.149";"RADIO ASTRONOMY, RADIOLOCATION, Amateur, Amateur-satellite, Space research (space-to-Earth)";"5.149";"ERC/REC 70-03";"Railway applications";"EN 301 091";"Obstruction/vehicle detection at level crossings"
"76 GHz";"77.5 GHz";"RADIO ASTRONOMY, RADIOLOCATION, Amateur, Amateur-satellite, Space research (space-to-Earth)";"5.149";"RADIO ASTRONOMY, RADIOLOCATION, Amateur, Amateur-satellite, Space research (space-to-Earth)";"5.149";"ECC/DEC/(04)03, ERC/REC 70-03";"SRR";"EN 302 264";""
"76 GHz";"77.5 GHz";"RADIO ASTRONOMY, RADIOLOCATION, Amateur, Amateur-satellite, Space research (space-to-Earth)";"5.149";"RADIO ASTRONOMY, RADIOLOCATION, Amateur, Amateur-satellite, Space research (space-to-Earth)";"5.149";"ERC/REC 70-03";"TLPR";"EN 302 372";""
"76 GHz";"77.5 GHz";"RADIO ASTRONOMY, RADIOLOCATION, Amateur, Amateur-satellite, Space research (space-to-Earth)";"5.149";"RADIO ASTRONOMY, RADIOLOCATION, Amateur, Amateur-satellite, Space research (space-to-Earth)";"5.149";"ECC/DEC/(16)01, ERC/REC 70-03";"TTT";"EN 301 091, EN 303 360";"Within the band 76-77 GHz.
Rotorcraft Radar"

"77.5 GHz";"78 GHz";"AMATEUR, AMATEUR-SATELLITE, RADIOLOCATION(5.559B), Radio astronomy, Space research (space-to-Earth)";"5.149";"AMATEUR, AMATEUR-SATELLITE, RADIOLOCATION(5.559B), Space research (space-to-Earth)";"5.149";"";"Amateur";"";"Within the band 75.5-81.5 GHz"
"77.5 GHz";"78 GHz";"AMATEUR, AMATEUR-SATELLITE, RADIOLOCATION(5.559B), Radio astronomy, Space research (space-to-Earth)";"5.149";"AMATEUR, AMATEUR-SATELLITE, RADIOLOCATION(5.559B), Space research (space-to-Earth)";"5.149";"";"Amateur-satellite";"";"Within the band 75.5-81.5 GHz"
"77.5 GHz";"78 GHz";"AMATEUR, AMATEUR-SATELLITE, RADIOLOCATION(5.559B), Radio astronomy, Space research (space-to-Earth)";"5.149";"AMATEUR, AMATEUR-SATELLITE, RADIOLOCATION(5.559B), Space research (space-to-Earth)";"5.149";"ECC/DEC/(11)02, ERC/REC 70-03";"LPR";"EN 302 729";""
"77.5 GHz";"78 GHz";"AMATEUR, AMATEUR-SATELLITE, RADIOLOCATION(5.559B), Radio astronomy, Space research (space-to-Earth)";"5.149";"AMATEUR, AMATEUR-SATELLITE, RADIOLOCATION(5.559B), Space research (space-to-Earth)";"5.149";"";"Radio astronomy";"";"Continuum and spectral line observations"
"77.5 GHz";"78 GHz";"AMATEUR, AMATEUR-SATELLITE, RADIOLOCATION(5.559B), Radio astronomy, Space research (space-to-Earth)";"5.149";"AMATEUR, AMATEUR-SATELLITE, RADIOLOCATION(5.559B), Space research (space-to-Earth)";"5.149";"ECC/DEC/(04)03, ERC/REC 70-03";"SRR";"EN 302 264";""
"77.5 GHz";"78 GHz";"AMATEUR, AMATEUR-SATELLITE, RADIOLOCATION(5.559B), Radio astronomy, Space research (space-to-Earth)";"5.149";"AMATEUR, AMATEUR-SATELLITE, RADIOLOCATION(5.559B), Space research (space-to-Earth)";"5.149";"ERC/REC 70-03";"TLPR";"EN 302 372";""

"78 GHz";"79 GHz";"RADIOLOCATION, Amateur, Amateur-satellite, Radio astronomy, Space research (space-to-Earth)";"5.149, 5.560";"RADIOLOCATION, Amateur, Amateur-satellite, Radio astronomy, Space research (space-to-Earth)";"5.149, 5.560";"";"Amateur";"";"Within the band 75.5-81.5 GHz"
"78 GHz";"79 GHz";"RADIOLOCATION, Amateur, Amateur-satellite, Radio astronomy, Space research (space-to-Earth)";"5.149, 5.560";"RADIOLOCATION, Amateur, Amateur-satellite, Radio astronomy, Space research (space-to-Earth)";"5.149, 5.560";"";"Amateur-satellite";"";"Within the band 75.5-81.5 GHz"
"78 GHz";"79 GHz";"RADIOLOCATION, Amateur, Amateur-satellite, Radio astronomy, Space research (space-to-Earth)";"5.149, 5.560";"RADIOLOCATION, Amateur, Amateur-satellite, Radio astronomy, Space research (space-to-Earth)";"5.149, 5.560";"ECC/DEC/(11)02, ERC/REC 70-03";"LPR";"EN 302 729";""
"78 GHz";"79 GHz";"RADIOLOCATION, Amateur, Amateur-satellite, Radio astronomy, Space research (space-to-Earth)";"5.149, 5.560";"RADIOLOCATION, Amateur, Amateur-satellite, Radio astronomy, Space research (space-to-Earth)";"5.149, 5.560";"";"Radio astronomy";"";"Continuum and spectral line observations"
"78 GHz";"79 GHz";"RADIOLOCATION, Amateur, Amateur-satellite, Radio astronomy, Space research (space-to-Earth)";"5.149, 5.560";"RADIOLOCATION, Amateur, Amateur-satellite, Radio astronomy, Space research (space-to-Earth)";"5.149, 5.560";"";"Radiolocation (civil)";"";""
"78 GHz";"79 GHz";"RADIOLOCATION, Amateur, Amateur-satellite, Radio astronomy, Space research (space-to-Earth)";"5.149, 5.560";"RADIOLOCATION, Amateur, Amateur-satellite, Radio astronomy, Space research (space-to-Earth)";"5.149, 5.560";"ECC/DEC/(04)03, ERC/REC 70-03";"SRR";"EN 302 264";""
"78 GHz";"79 GHz";"RADIOLOCATION, Amateur, Amateur-satellite, Radio astronomy, Space research (space-to-Earth)";"5.149, 5.560";"RADIOLOCATION, Amateur, Amateur-satellite, Radio astronomy, Space research (space-to-Earth)";"5.149, 5.560";"ERC/REC 70-03";"TLPR";"EN 302 372";""

"79 GHz";"81 GHz";"RADIO ASTRONOMY, RADIOLOCATION, Amateur, Amateur-satellite, Space research (space-to-Earth)";"5.149";"RADIO ASTRONOMY, RADIOLOCATION, Amateur, Amateur-satellite";"5.149";"";"Amateur";"";"Within the band 75.5-81.5 GHz"
"79 GHz";"81 GHz";"RADIO ASTRONOMY, RADIOLOCATION, Amateur, Amateur-satellite, Space research (space-to-Earth)";"5.149";"RADIO ASTRONOMY, RADIOLOCATION, Amateur, Amateur-satellite";"5.149";"";"Amateur-satellite";"";"Within the band 75.5-81.5 GHz"
"79 GHz";"81 GHz";"RADIO ASTRONOMY, RADIOLOCATION, Amateur, Amateur-satellite, Space research (space-to-Earth)";"5.149";"RADIO ASTRONOMY, RADIOLOCATION, Amateur, Amateur-satellite";"5.149";"ECC/DEC/(11)02, ERC/REC 70-03";"LPR";"EN 302 729";""
"79 GHz";"81 GHz";"RADIO ASTRONOMY, RADIOLOCATION, Amateur, Amateur-satellite, Space research (space-to-Earth)";"5.149";"RADIO ASTRONOMY, RADIOLOCATION, Amateur, Amateur-satellite";"5.149";"";"Radio astronomy";"";"Continuum and spectral line observations"
"79 GHz";"81 GHz";"RADIO ASTRONOMY, RADIOLOCATION, Amateur, Amateur-satellite, Space research (space-to-Earth)";"5.149";"RADIO ASTRONOMY, RADIOLOCATION, Amateur, Amateur-satellite";"5.149";"";"Radiolocation (civil)";"";""
"79 GHz";"81 GHz";"RADIO ASTRONOMY, RADIOLOCATION, Amateur, Amateur-satellite, Space research (space-to-Earth)";"5.149";"RADIO ASTRONOMY, RADIOLOCATION, Amateur, Amateur-satellite";"5.149";"ECC/DEC/(04)03, ERC/REC 70-03";"SRR";"EN 302 264";""
"79 GHz";"81 GHz";"RADIO ASTRONOMY, RADIOLOCATION, Amateur, Amateur-satellite, Space research (space-to-Earth)";"5.149";"RADIO ASTRONOMY, RADIOLOCATION, Amateur, Amateur-satellite";"5.149";"ERC/REC 70-03";"TLPR";"EN 302 372";""

"81 GHz";"84 GHz";"FIXED(5.338A), FIXED-SATELLITE (EARTH-TO-SPACE), MOBILE, MOBILE-SATELLITE (EARTH-TO-SPACE), RADIO ASTRONOMY, Space research (space-to-Earth)";"5.149, 5.561A";"FIXED(5.338A), FIXED-SATELLITE (EARTH-TO-SPACE), MOBILE, MOBILE-SATELLITE (EARTH-TO-SPACE), RADIO ASTRONOMY, Space research (space-to-Earth)";"5.149, 5.561A";"";"Amateur";"";"Within the band 75.5-81.5 GHz"
"81 GHz";"84 GHz";"FIXED(5.338A), FIXED-SATELLITE (EARTH-TO-SPACE), MOBILE, MOBILE-SATELLITE (EARTH-TO-SPACE), RADIO ASTRONOMY, Space research (space-to-Earth)";"5.149, 5.561A";"FIXED(5.338A), FIXED-SATELLITE (EARTH-TO-SPACE), MOBILE, MOBILE-SATELLITE (EARTH-TO-SPACE), RADIO ASTRONOMY, Space research (space-to-Earth)";"5.149, 5.561A";"";"Amateur-satellite";"";"Within the band 75.5-81.5 GHz"
"81 GHz";"84 GHz";"FIXED(5.338A), FIXED-SATELLITE (EARTH-TO-SPACE), MOBILE, MOBILE-SATELLITE (EARTH-TO-SPACE), RADIO ASTRONOMY, Space research (space-to-Earth)";"5.149, 5.561A";"FIXED(5.338A), FIXED-SATELLITE (EARTH-TO-SPACE), MOBILE, MOBILE-SATELLITE (EARTH-TO-SPACE), RADIO ASTRONOMY, Space research (space-to-Earth)";"5.149, 5.561A";"ECC/REC/(05)07";"Fixed";"EN 302 217";""
"81 GHz";"84 GHz";"FIXED(5.338A), FIXED-SATELLITE (EARTH-TO-SPACE), MOBILE, MOBILE-SATELLITE (EARTH-TO-SPACE), RADIO ASTRONOMY, Space research (space-to-Earth)";"5.149, 5.561A";"FIXED(5.338A), FIXED-SATELLITE (EARTH-TO-SPACE), MOBILE, MOBILE-SATELLITE (EARTH-TO-SPACE), RADIO ASTRONOMY, Space research (space-to-Earth)";"5.149, 5.561A";"ECC/DEC/(11)02, ERC/REC 70-03";"LPR";"EN 302 729";""
"81 GHz";"84 GHz";"FIXED(5.338A), FIXED-SATELLITE (EARTH-TO-SPACE), MOBILE, MOBILE-SATELLITE (EARTH-TO-SPACE), RADIO ASTRONOMY, Space research (space-to-Earth)";"5.149, 5.561A";"FIXED(5.338A), FIXED-SATELLITE (EARTH-TO-SPACE), MOBILE, MOBILE-SATELLITE (EARTH-TO-SPACE), RADIO ASTRONOMY, Space research (space-to-Earth)";"5.149, 5.561A";"";"Radio astronomy";"";"Continuum and spectral line observations"
"81 GHz";"84 GHz";"FIXED(5.338A), FIXED-SATELLITE (EARTH-TO-SPACE), MOBILE, MOBILE-SATELLITE (EARTH-TO-SPACE), RADIO ASTRONOMY, Space research (space-to-Earth)";"5.149, 5.561A";"FIXED(5.338A), FIXED-SATELLITE (EARTH-TO-SPACE), MOBILE, MOBILE-SATELLITE (EARTH-TO-SPACE), RADIO ASTRONOMY, Space research (space-to-Earth)";"5.149, 5.561A";"ERC/REC 70-03";"TLPR";"EN 302 372";""

"84 GHz";"86 GHz";"FIXED(5.338A), FIXED-SATELLITE (EARTH-TO-SPACE), MOBILE, RADIO ASTRONOMY";"5.149";"FIXED(5.338A), FIXED-SATELLITE (EARTH-TO-SPACE), MOBILE, RADIO ASTRONOMY";"5.149";"ECC/REC/(05)07";"Fixed";"EN 302 217";""
"84 GHz";"86 GHz";"FIXED(5.338A), FIXED-SATELLITE (EARTH-TO-SPACE), MOBILE, RADIO ASTRONOMY";"5.149";"FIXED(5.338A), FIXED-SATELLITE (EARTH-TO-SPACE), MOBILE, RADIO ASTRONOMY";"5.149";"ECC/DEC/(11)02, ERC/REC 70-03";"LPR";"EN 302 729";"Within the band 84-85 GHz"
"84 GHz";"86 GHz";"FIXED(5.338A), FIXED-SATELLITE (EARTH-TO-SPACE), MOBILE, RADIO ASTRONOMY";"5.149";"FIXED(5.338A), FIXED-SATELLITE (EARTH-TO-SPACE), MOBILE, RADIO ASTRONOMY";"5.149";"";"Radio astronomy";"";"Continuum and spectral line observations"
"84 GHz";"86 GHz";"FIXED(5.338A), FIXED-SATELLITE (EARTH-TO-SPACE), MOBILE, RADIO ASTRONOMY";"5.149";"FIXED(5.338A), FIXED-SATELLITE (EARTH-TO-SPACE), MOBILE, RADIO ASTRONOMY";"5.149";"ERC/REC 70-03";"TLPR";"EN 302 372";"Within the band 84-85 GHz"

"86 GHz";"92 GHz";"EARTH EXPLORATION-SATELLITE (PASSIVE), RADIO ASTRONOMY, SPACE RESEARCH (PASSIVE)";"5.340";"EARTH EXPLORATION-SATELLITE (PASSIVE), RADIO ASTRONOMY, SPACE RESEARCH (PASSIVE)";"5.340";"";"Passive sensors (satellite)";"";"Measurement of clouds, oil spills, ice, snow, rain, reference window for the temperature sounding near 118 GHz"
"86 GHz";"92 GHz";"EARTH EXPLORATION-SATELLITE (PASSIVE), RADIO ASTRONOMY, SPACE RESEARCH (PASSIVE)";"5.340";"EARTH EXPLORATION-SATELLITE (PASSIVE), RADIO ASTRONOMY, SPACE RESEARCH (PASSIVE)";"5.340";"";"Radio astronomy";"";"Continuum and spectral line observations. VLBI"

"92 GHz";"94 GHz";"FIXED(5.338A), MOBILE, RADIO ASTRONOMY, RADIOLOCATION";"5.149";"FIXED(5.338A), MOBILE, RADIO ASTRONOMY, RADIOLOCATION";"5.149";"ECC/REC/(14)01, ECC/REC/(18)02";"Fixed";"";""
"92 GHz";"94 GHz";"FIXED(5.338A), MOBILE, RADIO ASTRONOMY, RADIOLOCATION";"5.149";"FIXED(5.338A), MOBILE, RADIO ASTRONOMY, RADIOLOCATION";"5.149";"";"Radio astronomy";"";"Continuum and spectral line observations"

"94 GHz";"94.1 GHz";"EARTH EXPLORATION-SATELLITE (ACTIVE), RADIOLOCATION, SPACE RESEARCH (ACTIVE), Radio astronomy";"5.562, 5.562A";"EARTH EXPLORATION-SATELLITE (ACTIVE), RADIOLOCATION, SPACE RESEARCH (ACTIVE), Radio astronomy";"5.562, 5.562A";"";"Active sensors (satellite)";"";"Cloud radars"
"94 GHz";"94.1 GHz";"EARTH EXPLORATION-SATELLITE (ACTIVE), RADIOLOCATION, SPACE RESEARCH (ACTIVE), Radio astronomy";"5.562, 5.562A";"EARTH EXPLORATION-SATELLITE (ACTIVE), RADIOLOCATION, SPACE RESEARCH (ACTIVE), Radio astronomy";"5.562, 5.562A";"";"Radio astronomy";"";"Continuum and spectral line observations"
"94 GHz";"94.1 GHz";"EARTH EXPLORATION-SATELLITE (ACTIVE), RADIOLOCATION, SPACE RESEARCH (ACTIVE), Radio astronomy";"5.562, 5.562A";"EARTH EXPLORATION-SATELLITE (ACTIVE), RADIOLOCATION, SPACE RESEARCH (ACTIVE), Radio astronomy";"5.562, 5.562A";"";"Space research";"";""

"94.1 GHz";"95 GHz";"FIXED, MOBILE, RADIO ASTRONOMY, RADIOLOCATION";"5.149";"FIXED, MOBILE, RADIO ASTRONOMY, RADIOLOCATION";"5.149";"ECC/REC/(14)01, ECC/REC/(18)02";"Fixed";"";""
"94.1 GHz";"95 GHz";"FIXED, MOBILE, RADIO ASTRONOMY, RADIOLOCATION";"5.149";"FIXED, MOBILE, RADIO ASTRONOMY, RADIOLOCATION";"5.149";"";"Radio astronomy";"";"Continuum and spectral line observations"

"95 GHz";"100 GHz";"FIXED, MOBILE, RADIO ASTRONOMY, RADIOLOCATION, RADIONAVIGATION, RADIONAVIGATION-SATELLITE";"5.149, 5.554";"FIXED, MOBILE, RADIO ASTRONOMY, RADIOLOCATION, RADIONAVIGATION, RADIONAVIGATION-SATELLITE";"5.149, 5.554";"ECC/REC/(18)02";"Fixed";"";""
"95 GHz";"100 GHz";"FIXED, MOBILE, RADIO ASTRONOMY, RADIOLOCATION, RADIONAVIGATION, RADIONAVIGATION-SATELLITE";"5.149, 5.554";"FIXED, MOBILE, RADIO ASTRONOMY, RADIOLOCATION, RADIONAVIGATION, RADIONAVIGATION-SATELLITE";"5.149, 5.554";"";"Radio astronomy";"";"Continuum and spectral line observations"

"100 GHz";"102 GHz";"EARTH EXPLORATION-SATELLITE (PASSIVE), RADIO ASTRONOMY, SPACE RESEARCH (PASSIVE)";"5.340, 5.341";"EARTH EXPLORATION-SATELLITE (PASSIVE), RADIO ASTRONOMY, SPACE RESEARCH (PASSIVE)";"5.340, 5.341";"";"Passive sensors (satellite)";"";"Limb sounding of atmospheric constituents"
"100 GHz";"102 GHz";"EARTH EXPLORATION-SATELLITE (PASSIVE), RADIO ASTRONOMY, SPACE RESEARCH (PASSIVE)";"5.340, 5.341";"EARTH EXPLORATION-SATELLITE (PASSIVE), RADIO ASTRONOMY, SPACE RESEARCH (PASSIVE)";"5.340, 5.341";"";"Radio astronomy";"";"Continuum and spectral line observations"

"102 GHz";"105 GHz";"FIXED, MOBILE, RADIO ASTRONOMY";"5.149, 5.341";"FIXED, MOBILE, RADIO ASTRONOMY";"5.149, 5.341";"ECC/REC/(18)02";"Fixed";"";""
"102 GHz";"105 GHz";"FIXED, MOBILE, RADIO ASTRONOMY";"5.149, 5.341";"FIXED, MOBILE, RADIO ASTRONOMY";"5.149, 5.341";"";"Radio astronomy";"";"Continuum and spectral line observations"

"105 GHz";"109.5 GHz";"FIXED, MOBILE, RADIO ASTRONOMY, SPACE RESEARCH (PASSIVE)(5.562B)";"5.149, 5.341";"FIXED, MOBILE, RADIO ASTRONOMY, SPACE RESEARCH (PASSIVE)(5.562B)";"5.149, 5.341";"ECC/REC/(18)02";"Fixed";"";""
"105 GHz";"109.5 GHz";"FIXED, MOBILE, RADIO ASTRONOMY, SPACE RESEARCH (PASSIVE)(5.562B)";"5.149, 5.341";"FIXED, MOBILE, RADIO ASTRONOMY, SPACE RESEARCH (PASSIVE)(5.562B)";"5.149, 5.341";"";"Radio astronomy";"";"Continuum and spectral line observations"

"109.5 GHz";"111.8 GHz";"EARTH EXPLORATION-SATELLITE (PASSIVE), RADIO ASTRONOMY, SPACE RESEARCH (PASSIVE)";"5.340, 5.341";"EARTH EXPLORATION-SATELLITE (PASSIVE), RADIO ASTRONOMY, SPACE RESEARCH (PASSIVE)";"5.340, 5.341";"";"Radio astronomy";"";"Continuum and spectral line observations"

"111.8 GHz";"114.25 GHz";"FIXED, MOBILE, RADIO ASTRONOMY, SPACE RESEARCH (PASSIVE)(5.562B)";"5.149, 5.341";"FIXED, MOBILE, RADIO ASTRONOMY, SPACE RESEARCH (PASSIVE)(5.562B)";"5.149, 5.341";"ECC/REC/(18)02";"Fixed";"";""
"111.8 GHz";"114.25 GHz";"FIXED, MOBILE, RADIO ASTRONOMY, SPACE RESEARCH (PASSIVE)(5.562B)";"5.149, 5.341";"FIXED, MOBILE, RADIO ASTRONOMY, SPACE RESEARCH (PASSIVE)(5.562B)";"5.149, 5.341";"";"Radio astronomy";"";"Continuum and spectral line observations"

"114.25 GHz";"116 GHz";"EARTH EXPLORATION-SATELLITE (PASSIVE), RADIO ASTRONOMY, SPACE RESEARCH (PASSIVE)";"5.340, 5.341";"EARTH EXPLORATION-SATELLITE (PASSIVE), RADIO ASTRONOMY, SPACE RESEARCH (PASSIVE)";"5.340, 5.341";"";"Radio astronomy";"";"Continuum and spectral line observations"

"116 GHz";"119.98 GHz";"EARTH EXPLORATION-SATELLITE (PASSIVE), INTER-SATELLITE(5.562C), SPACE RESEARCH (PASSIVE)";"5.341";"EARTH EXPLORATION-SATELLITE (PASSIVE), INTER-SATELLITE(5.562C)";"5.341";"";"Passive sensors (satellite)";"";"Passive sensing as part of the oxygen absorption band with peak at 118.75 GHz"
"116 GHz";"119.98 GHz";"EARTH EXPLORATION-SATELLITE (PASSIVE), INTER-SATELLITE(5.562C), SPACE RESEARCH (PASSIVE)";"5.341";"EARTH EXPLORATION-SATELLITE (PASSIVE), INTER-SATELLITE(5.562C)";"5.341";"ECC/DEC/(22)03, ERC/REC 70-03";"Radiodetermination applications";"EN 305 550";""

"119.98 GHz";"120.02 GHz";"EARTH EXPLORATION-SATELLITE (PASSIVE), INTER-SATELLITE(5.562C), SPACE RESEARCH (PASSIVE)";"5.341";"EARTH EXPLORATION-SATELLITE (PASSIVE), INTER-SATELLITE(5.562C)";"5.341";"";"Passive sensors (satellite)";"";"Passive sensing as part of the oxygen absorption band with peak at 118.75 GHz"
"119.98 GHz";"120.02 GHz";"EARTH EXPLORATION-SATELLITE (PASSIVE), INTER-SATELLITE(5.562C), SPACE RESEARCH (PASSIVE)";"5.341";"EARTH EXPLORATION-SATELLITE (PASSIVE), INTER-SATELLITE(5.562C)";"5.341";"ECC/DEC/(22)03, ERC/REC 70-03";"Radiodetermination applications";"EN 305 550";""

"120.02 GHz";"122.25 GHz";"EARTH EXPLORATION-SATELLITE (PASSIVE), INTER-SATELLITE(5.562C), SPACE RESEARCH (PASSIVE)";"5.138";"EARTH EXPLORATION-SATELLITE (PASSIVE), INTER-SATELLITE(5.562C), SPACE RESEARCH (PASSIVE)";"5.138";"ERC/REC 70-03";"Non-specific SRDs";"EN 305 550";"Within the band 122-123 GHz"
"120.02 GHz";"122.25 GHz";"EARTH EXPLORATION-SATELLITE (PASSIVE), INTER-SATELLITE(5.562C), SPACE RESEARCH (PASSIVE)";"5.138";"EARTH EXPLORATION-SATELLITE (PASSIVE), INTER-SATELLITE(5.562C), SPACE RESEARCH (PASSIVE)";"5.138";"";"Passive sensors (satellite)";"";"Passive sensing as part of the oxygen absorption band with peak at 118.75 GHz"
"120.02 GHz";"122.25 GHz";"EARTH EXPLORATION-SATELLITE (PASSIVE), INTER-SATELLITE(5.562C), SPACE RESEARCH (PASSIVE)";"5.138";"EARTH EXPLORATION-SATELLITE (PASSIVE), INTER-SATELLITE(5.562C), SPACE RESEARCH (PASSIVE)";"5.138";"ECC/DEC/(22)03, ERC/REC 70-03";"Radiodetermination applications";"EN 305 550";""

"122.25 GHz";"123 GHz";"FIXED, INTER-SATELLITE, MOBILE(5.558), Amateur";"5.138";"FIXED, INTER-SATELLITE, MOBILE(5.558), Amateur, Amateur-satellite";"5.138";"";"Amateur";"";""
"122.25 GHz";"123 GHz";"FIXED, INTER-SATELLITE, MOBILE(5.558), Amateur";"5.138";"FIXED, INTER-SATELLITE, MOBILE(5.558), Amateur, Amateur-satellite";"5.138";"";"Amateur-satellite";"";""
"122.25 GHz";"123 GHz";"FIXED, INTER-SATELLITE, MOBILE(5.558), Amateur";"5.138";"FIXED, INTER-SATELLITE, MOBILE(5.558), Amateur, Amateur-satellite";"5.138";"ERC/REC 70-03";"Non-specific SRDs";"EN 305 550";"Within the band 122-123 GHz"
"122.25 GHz";"123 GHz";"FIXED, INTER-SATELLITE, MOBILE(5.558), Amateur";"5.138";"FIXED, INTER-SATELLITE, MOBILE(5.558), Amateur, Amateur-satellite";"5.138";"ECC/DEC/(22)03, ERC/REC 70-03";"Radiodetermination applications";"EN 305 550";""

"123 GHz";"130 GHz";"FIXED-SATELLITE (SPACE-TO-EARTH), MOBILE-SATELLITE (SPACE-TO-EARTH), RADIONAVIGATION, RADIONAVIGATION-SATELLITE, Radio astronomy";"5.149, 5.554";"FIXED-SATELLITE (SPACE-TO-EARTH), MOBILE-SATELLITE (SPACE-TO-EARTH), RADIONAVIGATION, RADIONAVIGATION-SATELLITE, Radio astronomy";"5.149, 5.554";"";"Radio astronomy";"";"Continuum and spectral line observations"
"123 GHz";"130 GHz";"FIXED-SATELLITE (SPACE-TO-EARTH), MOBILE-SATELLITE (SPACE-TO-EARTH), RADIONAVIGATION, RADIONAVIGATION-SATELLITE, Radio astronomy";"5.149, 5.554";"FIXED-SATELLITE (SPACE-TO-EARTH), MOBILE-SATELLITE (SPACE-TO-EARTH), RADIONAVIGATION, RADIONAVIGATION-SATELLITE, Radio astronomy";"5.149, 5.554";"ECC/DEC/(22)03, ERC/REC 70-03";"Radiodetermination applications";"EN 305 550";""

"130 GHz";"134 GHz";"EARTH EXPLORATION-SATELLITE (ACTIVE)(5.562E), FIXED, INTER-SATELLITE, MOBILE(5.558), RADIO ASTRONOMY";"5.149, 5.562A";"EARTH EXPLORATION-SATELLITE (ACTIVE)(5.562E), FIXED, INTER-SATELLITE, MOBILE(5.558), RADIO ASTRONOMY";"5.149, 5.562A";"ECC/REC/(18)01";"Fixed";"";""
"130 GHz";"134 GHz";"EARTH EXPLORATION-SATELLITE (ACTIVE)(5.562E), FIXED, INTER-SATELLITE, MOBILE(5.558), RADIO ASTRONOMY";"5.149, 5.562A";"EARTH EXPLORATION-SATELLITE (ACTIVE)(5.562E), FIXED, INTER-SATELLITE, MOBILE(5.558), RADIO ASTRONOMY";"5.149, 5.562A";"";"Radio astronomy";"";"Continuum and spectral line observations"
"130 GHz";"134 GHz";"EARTH EXPLORATION-SATELLITE (ACTIVE)(5.562E), FIXED, INTER-SATELLITE, MOBILE(5.558), RADIO ASTRONOMY";"5.149, 5.562A";"EARTH EXPLORATION-SATELLITE (ACTIVE)(5.562E), FIXED, INTER-SATELLITE, MOBILE(5.558), RADIO ASTRONOMY";"5.149, 5.562A";"ECC/DEC/(22)03, ERC/REC 70-03";"Radiodetermination applications";"EN 305 550";""

"134 GHz";"136 GHz";"AMATEUR, AMATEUR-SATELLITE, Radio astronomy";"";"AMATEUR, AMATEUR-SATELLITE, Radio astronomy";"";"";"Amateur";"";"Within the band 134-141 GHz"
"134 GHz";"136 GHz";"AMATEUR, AMATEUR-SATELLITE, Radio astronomy";"";"AMATEUR, AMATEUR-SATELLITE, Radio astronomy";"";"";"Amateur-satellite";"";"Within the band 134-141 GHz"
"134 GHz";"136 GHz";"AMATEUR, AMATEUR-SATELLITE, Radio astronomy";"";"AMATEUR, AMATEUR-SATELLITE, Radio astronomy";"";"";"Radio astronomy";"";"Continuum and spectral line observations"
"134 GHz";"136 GHz";"AMATEUR, AMATEUR-SATELLITE, Radio astronomy";"";"AMATEUR, AMATEUR-SATELLITE, Radio astronomy";"";"ECC/DEC/(22)03, ERC/REC 70-03";"Radiodetermination applications";"EN 305 550";""

"136 GHz";"141 GHz";"RADIO ASTRONOMY, RADIOLOCATION, Amateur, Amateur-satellite";"5.149";"RADIO ASTRONOMY, RADIOLOCATION, Amateur, Amateur-satellite";"5.149";"";"Amateur";"";"Within the band 134-141 GHz"
"136 GHz";"141 GHz";"RADIO ASTRONOMY, RADIOLOCATION, Amateur, Amateur-satellite";"5.149";"RADIO ASTRONOMY, RADIOLOCATION, Amateur, Amateur-satellite";"5.149";"";"Amateur-satellite";"";"Within the band 134-141 GHz"
"136 GHz";"141 GHz";"RADIO ASTRONOMY, RADIOLOCATION, Amateur, Amateur-satellite";"5.149";"RADIO ASTRONOMY, RADIOLOCATION, Amateur, Amateur-satellite";"5.149";"";"Radio astronomy";"";"Continuum and spectral line observations"
"136 GHz";"141 GHz";"RADIO ASTRONOMY, RADIOLOCATION, Amateur, Amateur-satellite";"5.149";"RADIO ASTRONOMY, RADIOLOCATION, Amateur, Amateur-satellite";"5.149";"ECC/DEC/(22)03, ERC/REC 70-03";"Radiodetermination applications";"EN 305 550";""
